SETOR;Subsetores;Produtos;CO_NCM;DESCRIÇÃO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41041124;OUTS.COUROS BOVINOS,INCL.BUFALOS,DIVID.UMID.PENA FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, CURTIDO;41041129;COUROS EQUIDEOS,DIVID.UMID.PENA FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE;41041910;OUTS.COUROS INT.BOVINOS,'WET BLUE',S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41041920;OUTS.COUROS/PELES,INT.BOVINOS,UMID.S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41041930;OUTS.COUROS/PELES,BOVINOS,UMID.PRE-CURT.VEG.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41041940;OUTS.COUROS/PELES,BOVINOS,INCL.BUFALOS,UMIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, CURTIDO;41041990;COUROS/PELES,EQUIDEOS,UMIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41042100;COUROS E PELES,DE BOVINOS,COM PRE-CURTIMENTA VEGETAL
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE;41042211;COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',N/DIVIDIDO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE;41042212;COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',DIV.C/FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE;41042213;COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',DIV.S/FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE;41042219;OUTROS COUROS E PELES,DE BOVINOS,'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41042290;OUTS.COUROS E PELES,DE BOVINOS,PRE-CURTIDOS DE OUT.MODO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS, CURTIDO;41042900;OUTS.COUROS E PELES,DE BOVINOS/EQUIDEOS,CURTIDOS,RECURT
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO;41043111;COURO/PELE BOVINA,CURT.AO VEG.P/SOLAS,PLENA FLOR,S/ACAB
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO;41043119;OUTS.COUROS/PELES BOVINAS,PREPAR.CURT.PLENA FLOR,S/ACAB
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO;41043120;COURO/PELE BOVINA,PREPAR.APOS CURTIM.PLENA FLOR,C/ACAB.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS OU EQUIDEOS, CURTIDO;41043190;OUTS.COUROS/PELES,DE BOVINO/EQUIDEO,PREPARS.PLENA FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO;41043911;OUTS.COUROS/PELES,DE BOVINO,PREPAR.APOS CURTIM.S/ACABAM
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO;41043912;OUTS.COUROS/PELES,DE BOVINO,PREPAR.APOS CURTIM.C/ACABAM
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;OUTROS COUROS/PELES DE BOVINOS OU EQUIDEOS, CURTIDO;41043990;OUTS.COUROS/PELES,DE BOVINO/EQUIDEO,APERGAMINS.PREPARS.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CRUST;41044110;COUROS INT.BOVINOS,SECOS,PENA FLOR,S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CRUST;41044120;COUROS BOVINOS,SECOS,PENA FL.CURT.VEG.P/SOLAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CRUST;41044130;OUTS.COUROS/PELES BOVINOS,SECOS,PENA FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, CRUST;41044190;COUROS/PELES EQUIDEOS,SECOS,PENA FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CRUST;41044910;OUTS.COUROS/PELES INT.BOVINOS,SECOS,S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, CRUST;41044920;OUTS.COUROS/PELES BOVINOS,SECOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, CRUST;41044990;COUROS/PELES EQUIDEOS,SECOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051010;PELES DEPILAD.DE OVINOS,UMID.C/PRE-CURT.VEGET
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;COUROS/PELES DE OVINOS, CURTIDO, WET BLUE;41051021;PELES DEPILAD.DE OVINOS,CURT.CROMO 'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051029;OUTS.PELES DEPILADAS,DE OVINOS,PRE-CURTIDAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051090;OUTS.PELES DEPILADAS,DE OVINOS,CURTIDAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051100;PELES DEPILADAS,DE OVINOS,COM PRE-CURTIMENTA VEGETAL
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;COUROS/PELES DE OVINOS, CURTIDO, WET BLUE;41051210;PELES DEPILADAS,DE OVINOS,CURTID.CROMO,UMIDO,'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051290;PELES DEPILADAS,DE OVINOS,PRE-CURTIDAS DE OUTRO MODO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41051900;OUTRAS PELES DEPILADAS,DE OVINOS,CURTIDAS OU RECURTIDAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/COUROS/PELES DE OVINOS, CRUST;41052010;PELES DEPILADAS,DE OVINOS,CURTID.AO CROMO,SECO,'CRUST'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;OUTROS COUROS/PELES DE OVINOS, CURTIDAS;41052090;PELES DEPILADAS,DE OVINOS,APERGAMINS.PREPAR.APOS CURTIM
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;COUROS/PELES DE OVINOS, CRUST;41053000;PELES DEPILADAS DE OVINOS,SECAS,'CRUST'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41061100;PELES DEPILADAS,DE CAPRINOS,COM PRE-CURTIMENTA VEGETAL
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;COUROS/PELES DE CAPRINOS, CURTIDOS, WET BLUE;41061210;PELES DEPILADAS,DE CAPRINOS,CURT.CROMO,UMIDO,'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41061290;PELES DEPILADAS,DE CAPRINOS,PRE-CURTIDAS DE OUTRO MODO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41061900;OUTS.PELES DEPILADAS,DE CAPRINOS,CURTIDAS OU RECURTIDAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41062010;PELES DEPILADAS,DE CAPRINOS,CURTIDAS AO CROMO,C/ACABAM.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41062090;OUTS.PELES DEPILADAS,DE CAPRINOS,APERGAM.PREPAR.CURTIM.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41062110;COUROS/PELES CAPRINOS C/PRE-CURTIM.VEGETAL
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;COUROS/PELES DE CAPRINOS, CURTIDOS, WET BLUE;41062121;COUROS/PELES CAPRINOS,UMID.'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41062129;OUTS.COUROS/PELES CAPRINOS,UMID.PRE CURTIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS;41062190;OUTS.COUROS/PELES CAPRINOS,CURTIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;COUROS/PELES DE CAPRINOS, CRUST;41062200;COUROS/PELES CAPRINOS,NO ESTADO SECO 'CRUST'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;COUROS/PELES DE SUÍNOS, CURTIDOS, WET BLUE;41063110;COUROS/PELES DE SUINOS CURTID.UMID.'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;OUTROS COUROS/PELES DE SUÍNOS, CURTIDOS;41063190;OUTS.COUROS/PELES,DE SUINOS,CURTID.UMID.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;COUROS/PELES DE SUÍNOS, CRUST;41063200;COUROS/PELES DE SUINOS,CURTID.SECO ('CRUST')
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE RÉPTEIS;COUROS/PELES DE RÉPTEIS, CURTIDOS OU CRUST;41064000;COUROS/PELES DE REPTEIS,CURTIDOS OU 'CRUST'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OUTROS ANIMAIS;COUROS/PELES DE OUTROS ANIMAIS, CURTIDOS;41069100;COUROS/PELES DE OUTS.ANIMAIS,CURT.UMIDO
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OUTROS ANIMAIS;COUROS/PELES DE OUTROS ANIMAIS, CRUST;41069200;COUROS/PELES DE OUTS.ANIMAIS,EST.SECO 'CRUST'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;COUROS/PELES DE SUÍNOS, PREPARADOS;41071010;PELES DEPILADAS,DE SUINOS,CURTID.CROMO,UMIDO,'WET BLUE'
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;COUROS/PELES DE SUÍNOS, PREPARADOS;41071090;OUTRAS PELES DEPILADAS,DE SUINOS,PREPARADAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071110;COUROS INT.BOVINOS,PENA FLOR,PREPARS.S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071120;OUTS.COUROS/PELES,INT.BOVINOS,PENA FL.PREPARS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41071190;COUROS/PELES,INT.EQUIDEOS,PENA FLOR,PREPARS.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071210;COUROS/PELES,INT.BOVINOS,PREPARS.S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071220;OUTS.COUROS/PELES,INT.BOVINOS,PREPARS.ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41071290;COUROS/PELES,INTEIROS.EQUIDEOS,PREPARADOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071910;COUROS/PELES INT.BOVINOS,PREPARS.S<=2,6M2
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41071920;OUTS.COUROS/PELES INT.BOVINOS,PREPARADOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41071990;COUROS/PELES INT.EQUIDEOS,PREPARS.APOS CURTIM
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE RÉPTEIS;COUROS/PELES DE RÉPTEIS, PREPARADOS;41072100;PELES DE REPTEIS,COM PRE-CURTIMENTA VEGETAL
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE RÉPTEIS;COUROS/PELES DE RÉPTEIS, PREPARADOS;41072900;OUTRAS PELES DE REPTEIS,PREPARADAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OUTROS ANIMAIS;COUROS/PELES DE OUTROS ANIMAIS, PREPARADOS;41079000;PELES DEPILADAS,DE OUTROS ANIMAIS,PREPARADAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41079110;COUROS/PELES,BOVINOS,PREPARS.PENA FLOR,N/DIV.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41079190;COUROS/PELES,EQUIDEOS,PREPARS.PENA FLOR,N/DIV
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41079210;COUROS/PELES,BOVINOS,PREPARS.DIVID.C/A FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41079290;COUROS/PELES,EQUIDEOS,PREPARS.DIVID.C/A FLOR
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE BOVINOS, PREPARADOS;41079910;OUTS.COUROS/PELES,BOVINOS,PREPARADOS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE BOVINOS OU EQUÍDEOS;COUROS/PELES DE EQUÍDEOS, PREPARADOS;41079990;OUTS.COUROS/PELES,EQUIDEOS,PREPARADOS
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES ACAMURÇADOS;41080000;COUROS E PELES,ACAMURCADOS,INCL.A CAMURCA COMBINADA
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES ENVERNIZADOS OU REVESTIDOS;41090010;COUROS E PELES,ENVERNIZADOS OU REVESTIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES METALIZADOS;41090020;COUROS E PELES,METALIZADOS
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES RECONSTITUÍDOS;41100000;APARAS E OUTROS DESPERD.DE COUROS/PELES,PREPARADOS,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;DESPERDÍCIOS DE COUROS/PELES;41110000;COURO RECONSTITUIDO EM CHAPAS,FOLHAS OU TIRAS
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OVINOS;COUROS/PELES DE OVINOS, PREPARADOS;41120000;COUROS OVINOS,PREPARS.APOS CURTIMENTA,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;COUROS/PELES DE CAPRINOS, PREPARADOS;41131010;COUROS CAPRINOS,CURTIDOS AO CROMO,C/ACABAM.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE CAPRINOS;COUROS/PELES DE CAPRINOS, PREPARADOS;41131090;OUTS.COUROS CAPRINOS,PREPARS.APOS CURTIMENTA,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE SUÍNOS;COUROS/PELES DE SUÍNOS, PREPARADOS;41132000;COUROS SUINOS,PREPARS.APOS CURTIMENTA,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE RÉPTEIS;COUROS/PELES DE RÉPTEIS, PREPARADOS;41133000;COUROS DE REPTEIS,PREPARS.APOS CURTIM.ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;COUROS E PELES DE OUTROS ANIMAIS;COUROS/PELES DE OUTROS ANIMAIS, PREPARADOS;41139000;COUROS DE OUTS.ANIMAIS,PREPARS.APOS CURT.ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES ACAMURÇADOS;41141000;COUROS/PELES ACAMURCADOS (INCL.CAMURCA COMB.)
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES ENVERNIZADOS OU REVESTIDOS;41142010;COUROS/PELES ENVERNIZADOS OU REVESTIDOS
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES METALIZADOS;41142020;COUROS/PELES METALIZADOS
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;COUROS/PELES RECONSTITUÍDOS;41151000;COURO RECONSTITUIDO,A BASE DE COURO,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;OUTROS COUROS E PELES;DESPERDÍCIOS DE COUROS/PELES;41152000;APARAS E OUTS.DESPERDICIOS DE COUROS,ETC.
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42010010;ARTIGOS DE SELEIRO/CORREEIRO,DE COURO NATURAL/RECONSTIT
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42021100;MALAS,MALETAS E PASTAS,DE COURO NATURAL/RECONST/ENVERN.
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42022100;BOLSAS DE COURO NATURAL,RECONSTITUIDO OU ENVERNIZADO
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42023100;ARTIGOS DE BOLSOS/BOLSAS,DE COURO NATURAL/RECONSTIT.ETC
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42029100;OUTS.ARTEFATOS DE COURO NATURAL/RECONSTITUIDO/ENVERNIZ.
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42031000;VESTUARIO DE COURO NATURAL OU RECONSTITUIDO
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42032100;LUVAS,MITEMES,ETC.P/ESPORTES,DE COURO NATURAL/RECONSTIT
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42032900;OUTRAS LUVAS,MITEMES,ETC.DE COURO NATURAL/RECONSTITUIDO
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42033000;CINTOS,CINTUROES,BANDOLEIRAS,ETC.DE COURO NAT/RECONSTIT
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42034000;OUTROS ACESSORIOS DE VESTUARIO,DE COURO NATURAL/RECONST
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42040010;CORREIAS TRANSPORTAD/DE TRANSMISS.DE COURO NAT/RECONST.
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42040090;OUTS.ARTIGOS P/USOS TECNICOS,DE COURO NATURAL/RECONSTIT
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;DEMAIS PRODUTOS DE COURO;42050000;OUTRAS OBRAS DE COURO NATURAL OU RECONSTITUIDO
DEMAIS PRODUTOS DE ORIGEM ANIMAL;OUTROS PRODUTOS DE ORIGEM ANIMAL;OUTROS PRODUTOS DE ORIGEM ANIMAL;42060000;OBRAS DE TRIPA,, DE BEXIGA OU DE TENDÕES
DEMAIS PRODUTOS DE ORIGEM ANIMAL;PENAS, PELES, CERDAS E PÊLOS ANIMAIS;CORDA E OUTRAS OBRAS DE TRIPA;42061000;CORDAS DE TRIPA
DEMAIS PRODUTOS DE ORIGEM ANIMAL;PENAS, PELES, CERDAS E PÊLOS ANIMAIS;CORDA E OUTRAS OBRAS DE TRIPA;42069000;OUTRAS OBRAS DE TRIPA,'BAUDRUCHES',BEXIGA OU DE TENDOES
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43011000;PELETERIA EM BRUTO,DE 'VISON',INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43012000;PELETERIA EM BRUTO,DE COELHO OU DE LEBRE,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43013000;PELETERIA EM BRUTO,DE CORDEIROS ASTRACA,ETC.INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43014000;PELETERIA EM BRUTO,DE CASTOR,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43015000;PELETERIA EM BRUTO,DE RATO-ALMISCARADO,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43016000;PELETERIA EM BRUTO,DE RAPOSA,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43017000;PELETERIA EM BRUTO,DE FOCA OU DE OTARIA,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43018000;PELETERIA EM BRUTO,DE OUTROS ANIMAIS,INTEIRA
COUROS, PRODUTOS DE COURO E PELETERIA;PRODUTOS DE COURO E PELETERIA;PELETERIA;43019000;CABECAS,CAUDAS,PATAS,ETC.DE ANIMAIS UTIL.NA IND.PELES
